,Location,Count Date,Day,24 Hr. Total Vol.,Unnamed: 4,coordinates
5916,BLANCHE STREET E/O ROSEMEAD BOULEVARD,10/18/2011 12:00:00 AM,Tue,984,"BLANCHE STREET E/O ROSEMEAD BOULEVARD, california","34.142677, -118.073146"
5917,BLANCHE STREET E/O ROSEMEAD BOULEVARD,10/17/2011 12:00:00 AM,Mon,935,"BLANCHE STREET E/O ROSEMEAD BOULEVARD, california","34.142677, -118.073146"
5918,BLANCHE STREET W/O MICHILLINDA AVENUE,02/14/2011 12:00:00 AM,Mon,820,"BLANCHE STREET W/O MICHILLINDA AVENUE, california","34.1568007, -118.0679611"
5919,BLANCHE STREET W/O MICHILLINDA AVENUE,02/13/2011 12:00:00 AM,Sun,538,"BLANCHE STREET W/O MICHILLINDA AVENUE, california","34.1568007, -118.0679611"
5920,BLANCHE STREET W/O MICHILLINDA AVENUE,02/12/2011 12:00:00 AM,Sat,638,"BLANCHE STREET W/O MICHILLINDA AVENUE, california","34.1568007, -118.0679611"
5921,BLANCHE STREET W/O MICHILLINDA AVENUE,02/11/2011 12:00:00 AM,Fri,926,"BLANCHE STREET W/O MICHILLINDA AVENUE, california","34.1568007, -118.0679611"
5922,HELEN DRIVE N/O COMLY STREET,02/08/2015 12:00:00 AM,Sun,277,"HELEN DRIVE N/O COMLY STREET, california","34.0563321, -118.1708117"
5923,LAKE AVENUE N/O POPPYFIELDS DRIVE,07/30/2015 12:00:00 AM,Thu,5912,"LAKE AVENUE N/O POPPYFIELDS DRIVE, california","34.1935967, -118.1311718"
5924,BLANCHE STREET W/O MICHILLINDA AVENUE,02/10/2011 12:00:00 AM,Thur,834,"BLANCHE STREET W/O MICHILLINDA AVENUE, california","34.1568007, -118.0679611"
5925,BLANCHE STREET W/O QUIGLEY AVENUE,02/14/2011 12:00:00 AM,Mon,1021,"BLANCHE STREET W/O QUIGLEY AVENUE, california",N/A
5926,BLANCHE STREET W/O QUIGLEY AVENUE,02/13/2011 12:00:00 AM,Sun,636,"BLANCHE STREET W/O QUIGLEY AVENUE, california",N/A
5927,BLANCHE STREET W/O QUIGLEY AVENUE,02/12/2011 12:00:00 AM,Sat,744,"BLANCHE STREET W/O QUIGLEY AVENUE, california",N/A
5928,BLANCHE STREET W/O QUIGLEY AVENUE,02/11/2011 12:00:00 AM,Fri,1041,"BLANCHE STREET W/O QUIGLEY AVENUE, california",N/A
5929,FALSTONE AVENUE N/O SHADYBEND DRIVE,01/31/2016 12:00:00 AM,Sun,883,"FALSTONE AVENUE N/O SHADYBEND DRIVE, california","34.0111203, -117.9710987"
5930,SORENSEN AVENUE S/O ROSE HEDGE DRIVE,01/31/2016 12:00:00 AM,Sun,2818,"SORENSEN AVENUE S/O ROSE HEDGE DRIVE, california","33.9794158, -118.0608981"
5931,BLANCHE STREET W/O QUIGLEY AVENUE,02/10/2011 12:00:00 AM,Thur,942,"BLANCHE STREET W/O QUIGLEY AVENUE, california",N/A
5932,BLANDFORD DRIVE S/O AGUIRO STREET,01/30/2011 12:00:00 AM,Sun,2447,"BLANDFORD DRIVE S/O AGUIRO STREET, california","33.9742092, -117.8951247"
5933,BLANDFORD DRIVE S/O AGUIRO STREET,01/29/2011 12:00:00 AM,Sat,2699,"BLANDFORD DRIVE S/O AGUIRO STREET, california","33.9742092, -117.8951247"
5934,BLANDFORD DRIVE S/O AGUIRO STREET,01/28/2011 12:00:00 AM,Fri,3799,"BLANDFORD DRIVE S/O AGUIRO STREET, california","33.9742092, -117.8951247"
5935,BLANDFORD DRIVE S/O AGUIRO STREET,01/27/2011 12:00:00 AM,Thur,3696,"BLANDFORD DRIVE S/O AGUIRO STREET, california","33.9742092, -117.8951247"
5936,BLAZING STAR DRIVE S/O CALLE REDONDA,09/22/2010 12:00:00 AM,Wed,730,"BLAZING STAR DRIVE S/O CALLE REDONDA, california","34.0050633, -117.9761596"
5937,BLAZING STAR DRIVE S/O CALLE REDONDA,09/21/2010 12:00:00 AM,Tue,721,"BLAZING STAR DRIVE S/O CALLE REDONDA, california","34.0050633, -117.9761596"
5938,BLAZING STAR DRIVE S/O CALLE REDONDA,09/20/2010 12:00:00 AM,Mon,713,"BLAZING STAR DRIVE S/O CALLE REDONDA, california","34.0050633, -117.9761596"
5939,BLAZING STAR DRIVE S/O CALLE REDONDA,09/19/2010 12:00:00 AM,Sun,468,"BLAZING STAR DRIVE S/O CALLE REDONDA, california","34.0050633, -117.9761596"
5940,BLAZING STAR DRIVE S/O CALLE REDONDA,09/18/2010 12:00:00 AM,Sat,605,"BLAZING STAR DRIVE S/O CALLE REDONDA, california","34.0050633, -117.9761596"
5941,BLAZING STAR DRIVE S/O CALLE REDONDA,09/17/2010 12:00:00 AM,Fri,824,"BLAZING STAR DRIVE S/O CALLE REDONDA, california","34.0050633, -117.9761596"
5942,BRADSHAWE STREET N/O VIA CORONA STREET,04/26/2010 12:00:00 AM,Mon,4196,"BRADSHAWE STREET N/O VIA CORONA STREET, california","34.0287089, -118.1496923"
5943,EASTERN AVENUE S/O ROSILYN DRIVE,02/08/2015 12:00:00 AM,Sun,9192,"EASTERN AVENUE S/O ROSILYN DRIVE, california","40.789142, -73.13496099999999"
5944,BRADWELL AVENUE S/O FLAMINGO CIRCLE,05/04/2009 12:00:00 AM,Mon,1361,"BRADWELL AVENUE S/O FLAMINGO CIRCLE, california","33.9699082, -118.0834948"
5945,BRADY AVENUE N/O HUBBARD STREET,09/24/2012 12:00:00 AM,Mon,646,"BRADY AVENUE N/O HUBBARD STREET, california","34.0219968, -118.153603"
5946,BRADY AVENUE N/O HUBBARD STREET,05/09/2012 12:00:00 AM,Wed,662,"BRADY AVENUE N/O HUBBARD STREET, california","34.0219968, -118.153603"
5947,BRADY AVENUE N/O HUBBARD STREET,07/31/2011 12:00:00 AM,Sun,870,"BRADY AVENUE N/O HUBBARD STREET, california","34.0219968, -118.153603"
5948,BRADY AVENUE N/O HUBBARD STREET,07/30/2011 12:00:00 AM,Sat,1009,"BRADY AVENUE N/O HUBBARD STREET, california","34.0219968, -118.153603"
5949,BRADY AVENUE N/O HUBBARD STREET,07/29/2011 12:00:00 AM,Fri,1076,"BRADY AVENUE N/O HUBBARD STREET, california","34.0219968, -118.153603"
5950,BRADY AVENUE N/O HUBBARD STREET,07/28/2011 12:00:00 AM,Thur,971,"BRADY AVENUE N/O HUBBARD STREET, california","34.0219968, -118.153603"
5951,BRADY AVENUE S/O HUBBARD STREET,04/08/2012 12:00:00 AM,Sun,1416,"BRADY AVENUE S/O HUBBARD STREET, california","33.7815727, -84.41342159999999"
5952,SORENSEN AVENUE N/O ROSE HEDGE DRIVE,01/31/2016 12:00:00 AM,Sun,4268,"SORENSEN AVENUE N/O ROSE HEDGE DRIVE, california","33.9794158, -118.0608981"
5953,BRADY AVENUE S/O HUBBARD STREET,04/07/2012 12:00:00 AM,Sat,1844,"BRADY AVENUE S/O HUBBARD STREET, california","33.7815727, -84.41342159999999"
5954,BRADY AVENUE S/O HUBBARD STREET,04/06/2012 12:00:00 AM,Fri,2113,"BRADY AVENUE S/O HUBBARD STREET, california","33.7815727, -84.41342159999999"
5955,BRADY AVENUE S/O HUBBARD STREET,04/05/2012 12:00:00 AM,Thur,1968,"BRADY AVENUE S/O HUBBARD STREET, california","33.7815727, -84.41342159999999"
5956,BRADY AVENUE S/O HUBBARD STREET,07/31/2011 12:00:00 AM,Sun,570,"BRADY AVENUE S/O HUBBARD STREET, california","33.7815727, -84.41342159999999"
5957,MANSFIELD AVENUE S/O 60TH STREET,07/31/2015 12:00:00 AM,Fri,482,"MANSFIELD AVENUE S/O 60TH STREET, california","33.986069, -118.3567664"
5958,BRADY AVENUE S/O HUBBARD STREET,07/30/2011 12:00:00 AM,Sat,638,"BRADY AVENUE S/O HUBBARD STREET, california","33.7815727, -84.41342159999999"
5959,BRADY AVENUE S/O HUBBARD STREET,07/29/2011 12:00:00 AM,Fri,680,"BRADY AVENUE S/O HUBBARD STREET, california","33.7815727, -84.41342159999999"
5960,BRADY AVENUE S/O HUBBARD STREET,07/28/2011 12:00:00 AM,Thur,572,"BRADY AVENUE S/O HUBBARD STREET, california","33.7815727, -84.41342159999999"
5961,BRAEBURN ROAD E/O MORSLAY ROAD,06/11/2013 12:00:00 AM,Tue,114,"BRAEBURN ROAD E/O MORSLAY ROAD, california","34.1882504, -118.1133673"
5962,BRAEBURN ROAD W/O PORTER AVENUE,06/12/2013 12:00:00 AM,Wed,247,"BRAEBURN ROAD W/O PORTER AVENUE, california","34.1906653, -118.1173094"
5963,EASTERN AVENUE S/O ROSILYN DRIVE,02/09/2015 12:00:00 AM,Mon,19744,"EASTERN AVENUE S/O ROSILYN DRIVE, california","40.789142, -73.13496099999999"
5964,BRANNICK AVENUE N/O FLORAL DRIVE,06/17/2012 12:00:00 AM,Sun,1990,"BRANNICK AVENUE N/O FLORAL DRIVE, california","34.043383, -118.177851"
5965,BRANNICK AVENUE N/O FLORAL DRIVE,06/16/2012 12:00:00 AM,Sat,2096,"BRANNICK AVENUE N/O FLORAL DRIVE, california","34.043383, -118.177851"
5966,BRANNICK AVENUE N/O FLORAL DRIVE,06/15/2012 12:00:00 AM,Fri,2310,"BRANNICK AVENUE N/O FLORAL DRIVE, california","34.043383, -118.177851"
5967,BRANNICK AVENUE N/O FLORAL DRIVE,06/14/2012 12:00:00 AM,Thur,2229,"BRANNICK AVENUE N/O FLORAL DRIVE, california","34.043383, -118.177851"
5968,BREA CANYON CUTOFF N/O FAIRWAY DRIVE,02/06/2008 12:00:00 AM,Wed,3001,"BREA CANYON CUTOFF N/O FAIRWAY DRIVE, california","33.9951292, -117.8699864"
5969,BREA CANYON CUTOFF N/O MARKSTAY STREET,12/13/2007 12:00:00 AM,Thur,2649,"BREA CANYON CUTOFF N/O MARKSTAY STREET, california","33.979773, -117.8622775"
5970,BREA CANYON CUTOFF N/O SEARLS DRIVE,12/13/2007 12:00:00 AM,Thur,3026,"BREA CANYON CUTOFF N/O SEARLS DRIVE, california","33.9904741, -117.8749876"
5971,BREA CANYON CUTOFF N/O SEARLS DRIVE,02/25/2007 12:00:00 AM,Sun,1432,"BREA CANYON CUTOFF N/O SEARLS DRIVE, california","33.9904741, -117.8749876"
5972,AVENUE L-8 W/O 40TH STREET W,04/04/2014 12:00:00 AM,Fri,5802,"AVENUE L-8 W/O 40TH STREET W, california","34.7295004, -118.20196"
5973,LAKE AVENUE N/O POPPYFIELDS DRIVE,07/31/2015 12:00:00 AM,Fri,6262,"LAKE AVENUE N/O POPPYFIELDS DRIVE, california","34.1935967, -118.1311718"
5974,AVENUE L-8 W/O 40TH STREET W,04/03/2014 12:00:00 AM,Thur,5613,"AVENUE L-8 W/O 40TH STREET W, california","34.7295004, -118.20196"
5975,SCHUEREN ROAD N/O RAMBLA PACIFICO,02/01/2016 12:00:00 AM,Mon,549,"SCHUEREN ROAD N/O RAMBLA PACIFICO, california","34.0520272, -118.6470021"
5976,SCHUEREN ROAD S/O STUNT ROAD,02/01/2016 12:00:00 AM,Mon,555,"SCHUEREN ROAD S/O STUNT ROAD, california","34.090714, -118.6558707"
5977,AVENUE L-8 W/O 40TH STREET W,04/02/2014 12:00:00 AM,Wed,5534,"AVENUE L-8 W/O 40TH STREET W, california","34.7295004, -118.20196"
5978,AVENUE L-8 W/O 40TH STREET W,10/03/2010 12:00:00 AM,Sun,3592,"AVENUE L-8 W/O 40TH STREET W, california","34.7295004, -118.20196"
5979,AVENUE L-8 W/O 40TH STREET W,10/02/2010 12:00:00 AM,Sat,4417,"AVENUE L-8 W/O 40TH STREET W, california","34.7295004, -118.20196"
5980,AVENUE L-8 W/O 40TH STREET W,10/01/2010 12:00:00 AM,Fri,5715,"AVENUE L-8 W/O 40TH STREET W, california","34.7295004, -118.20196"
5981,AVENUE L-8 W/O 40TH STREET W,09/30/2010 12:00:00 AM,Thur,5711,"AVENUE L-8 W/O 40TH STREET W, california","34.7295004, -118.20196"
5982,AVENUE L-8 W/O 55TH STREET W,05/15/2013 12:00:00 AM,Wed,5209,"AVENUE L-8 W/O 55TH STREET W, california","34.6882306, -118.2280777"
5983,AVENUE L-8 W/O 65TH STREET W,05/16/2013 12:00:00 AM,Thur,1336,"AVENUE L-8 W/O 65TH STREET W, california","34.64822729999999, -118.2449168"
5984,EASTERN AVENUE S/O ROSILYN DRIVE,02/10/2015 12:00:00 AM,Tue,19826,"EASTERN AVENUE S/O ROSILYN DRIVE, california","40.789142, -73.13496099999999"
5985,AVENUE M E/O 30TH STREET W,11/19/2013 12:00:00 AM,Tue,12394,"AVENUE M E/O 30TH STREET W, california","40.750235, -73.99662289999999"
5986,AVENUE M E/O 30TH STREET W,11/19/2013 12:00:00 AM,Tue,12394,"AVENUE M E/O 30TH STREET W, california","40.750235, -73.99662289999999"
5987,AVENUE M E/O 47TH STREET W,12/09/2014 12:00:00 AM,Tue,1462,"AVENUE M E/O 47TH STREET W, california","34.6839579, -118.2146789"
5988,AVENUE M E/O 47TH STREET W,06/11/2014 12:00:00 AM,Wed,1399,"AVENUE M E/O 47TH STREET W, california","34.6839579, -118.2146789"
5989,AVENUE M E/O 47TH STREET W,06/10/2014 12:00:00 AM,Tue,1427,"AVENUE M E/O 47TH STREET W, california","34.6839579, -118.2146789"
5990,AVENUE M E/O 52ND STREET W,06/10/2014 12:00:00 AM,Tue,6623,"AVENUE M E/O 52ND STREET W, california","40.7638931, -73.9860259"
5991,AVENUE M E/O 67TH STREET W,09/30/2013 12:00:00 AM,Mon,3585,"AVENUE M E/O 67TH STREET W, california","40.7742376, -73.98114149999999"
5992,AVENUE M E/O 67TH STREET W,04/10/2011 12:00:00 AM,Sun,3010,"AVENUE M E/O 67TH STREET W, california","40.7742376, -73.98114149999999"
5993,AVENUE M E/O 67TH STREET W,04/09/2011 12:00:00 AM,Sat,3693,"AVENUE M E/O 67TH STREET W, california","40.7742376, -73.98114149999999"
5994,AVENUE M E/O 67TH STREET W,04/08/2011 12:00:00 AM,Fri,3853,"AVENUE M E/O 67TH STREET W, california","40.7742376, -73.98114149999999"
5995,AVENUE M E/O 67TH STREET W,04/07/2011 12:00:00 AM,Thur,3787,"AVENUE M E/O 67TH STREET W, california","40.7742376, -73.98114149999999"
5996,AVENUE M E/O QUARTZ HILL ROAD,06/11/2014 12:00:00 AM,Wed,9179,"AVENUE M E/O QUARTZ HILL ROAD, california","34.6516351, -118.2287235"
5997,AVENUE M E/O QUARTZ HILL ROAD,06/10/2014 12:00:00 AM,Tue,9050,"AVENUE M E/O QUARTZ HILL ROAD, california","34.6516351, -118.2287235"
5998,AVENUE M W/O 47TH STREET W,12/09/2014 12:00:00 AM,Tue,849,"AVENUE M W/O 47TH STREET W, california","27.4625579, -82.6082177"
5999,AVENUE M W/O 52ND STREET W,09/21/2009 12:00:00 AM,Mon,7407,"AVENUE M W/O 52ND STREET W, california","41.4810666, -81.7224344"
6000,AVENUE M W/O 52ND STREET W,09/15/2009 12:00:00 AM,Tue,7417,"AVENUE M W/O 52ND STREET W, california","41.4810666, -81.7224344"
6001,AVENUE M W/O 52ND STREET W,09/14/2009 12:00:00 AM,Mon,7057,"AVENUE M W/O 52ND STREET W, california","41.4810666, -81.7224344"
6002,AVENUE M W/O 67TH STREET W,09/30/2013 12:00:00 AM,Mon,2781,"AVENUE M W/O 67TH STREET W, california",N/A
6003,BANDERA AVENUE N/O 92ND STREET,03/29/2010 12:00:00 AM,Mon,1471,"BANDERA AVENUE N/O 92ND STREET, california",N/A
6004,BANDERA AVENUE N/O 92ND STREET,03/28/2010 12:00:00 AM,Sun,1493,"BANDERA AVENUE N/O 92ND STREET, california",N/A
6005,BANDERA AVENUE N/O 92ND STREET,03/27/2010 12:00:00 AM,Sat,1638,"BANDERA AVENUE N/O 92ND STREET, california",N/A
6006,BANDERA AVENUE N/O 92ND STREET,03/26/2010 12:00:00 AM,Fri,1543,"BANDERA AVENUE N/O 92ND STREET, california",N/A
6007,MANSFIELD AVENUE S/O 60TH STREET,08/01/2015 12:00:00 AM,Sat,413,"MANSFIELD AVENUE S/O 60TH STREET, california","33.986069, -118.3567664"
6008,BANDERA AVENUE N/O 92ND STREET,03/25/2010 12:00:00 AM,Thur,1526,"BANDERA AVENUE N/O 92ND STREET, california",N/A
6009,BANDERA AVENUE N/O 92ND STREET,03/24/2010 12:00:00 AM,Wed,1517,"BANDERA AVENUE N/O 92ND STREET, california",N/A
6010,BANDERA AVENUE N/O 92ND STREET,03/23/2010 12:00:00 AM,Tue,1510,"BANDERA AVENUE N/O 92ND STREET, california",N/A
6011,BANDERA STREET N/O 87TH STREET,04/24/2011 12:00:00 AM,Sun,1746,"BANDERA STREET N/O 87TH STREET, california","41.7365245, -87.6061503"
6012,BANDERA STREET N/O 87TH STREET,04/23/2011 12:00:00 AM,Sat,1832,"BANDERA STREET N/O 87TH STREET, california","41.7365245, -87.6061503"
6013,BANDERA STREET N/O 87TH STREET,04/22/2011 12:00:00 AM,Fri,1830,"BANDERA STREET N/O 87TH STREET, california","41.7365245, -87.6061503"
6014,BANDERA STREET N/O 87TH STREET,04/21/2011 12:00:00 AM,Thur,1730,"BANDERA STREET N/O 87TH STREET, california","41.7365245, -87.6061503"
6015,BANDERA STREET N/O 87TH STREET,04/20/2011 12:00:00 AM,Wed,1596,"BANDERA STREET N/O 87TH STREET, california","41.7365245, -87.6061503"
6016,BANDERA STREET N/O 92ND STREET,04/21/2011 12:00:00 AM,Thur,1282,"BANDERA STREET N/O 92ND STREET, california","33.953184, -118.239811"
6017,BANDERA STREET N/O 92ND STREET,04/20/2011 12:00:00 AM,Wed,1176,"BANDERA STREET N/O 92ND STREET, california","33.953184, -118.239811"
6018,BANDERA STREET S/O 88TH STREET,01/09/2008 12:00:00 AM,Wed,1796,"BANDERA STREET S/O 88TH STREET, california","25.6865262, -80.3818919"
6019,BANDERA STREET S/O 88TH STREET,01/08/2008 12:00:00 AM,Tue,1885,"BANDERA STREET S/O 88TH STREET, california","25.6865262, -80.3818919"
6020,BANDINI BOULEVARD E/O DOWNEY ROAD,08/29/2011 12:00:00 AM,Mon,24705,"BANDINI BOULEVARD E/O DOWNEY ROAD, california","33.997144, -118.1718212"
6021,BANDINI BOULEVARD E/O DOWNEY ROAD,08/28/2011 12:00:00 AM,Sun,4686,"BANDINI BOULEVARD E/O DOWNEY ROAD, california","33.997144, -118.1718212"
6022,LAKE AVENUE N/O POPPYFIELDS DRIVE,08/01/2015 12:00:00 AM,Sat,6638,"LAKE AVENUE N/O POPPYFIELDS DRIVE, california","34.1935967, -118.1311718"
6023,BANDINI BOULEVARD E/O DOWNEY ROAD,08/27/2011 12:00:00 AM,Sat,7841,"BANDINI BOULEVARD E/O DOWNEY ROAD, california","33.997144, -118.1718212"
6024,BLAZING STAR DRIVE S/O CALLE REDONDA,09/16/2010 12:00:00 AM,Thur,790,"BLAZING STAR DRIVE S/O CALLE REDONDA, california","34.0050633, -117.9761596"
6025,BLAZING STAR DRIVE S/O CALLE REDONDA,09/15/2010 12:00:00 AM,Wed,731,"BLAZING STAR DRIVE S/O CALLE REDONDA, california","34.0050633, -117.9761596"
6026,BOER AVENUE N/O AEOLIAN STREET,10/19/2008 12:00:00 AM,Sun,216,"BOER AVENUE N/O AEOLIAN STREET, california","33.9660032, -118.0669308"
6027,BOER AVENUE N/O AEOLIAN STREET,10/18/2008 12:00:00 AM,Sat,281,"BOER AVENUE N/O AEOLIAN STREET, california","33.9660032, -118.0669308"
6028,BOER AVENUE N/O AEOLIAN STREET,10/17/2008 12:00:00 AM,Fri,264,"BOER AVENUE N/O AEOLIAN STREET, california","33.9660032, -118.0669308"
6029,BOER AVENUE N/O AEOLIAN STREET,10/16/2008 12:00:00 AM,Thur,275,"BOER AVENUE N/O AEOLIAN STREET, california","33.9660032, -118.0669308"
6030,BOER AVENUE N/O SLAUSON AVENUE,10/19/2008 12:00:00 AM,Sun,371,"BOER AVENUE N/O SLAUSON AVENUE, california","33.9609116, -118.0522165"
6031,BOER AVENUE N/O SLAUSON AVENUE,10/18/2008 12:00:00 AM,Sat,397,"BOER AVENUE N/O SLAUSON AVENUE, california","33.9609116, -118.0522165"
6032,BOER AVENUE N/O SLAUSON AVENUE,10/17/2008 12:00:00 AM,Fri,554,"BOER AVENUE N/O SLAUSON AVENUE, california","33.9609116, -118.0522165"
6033,BOER AVENUE N/O SLAUSON AVENUE,10/16/2008 12:00:00 AM,Thur,438,"BOER AVENUE N/O SLAUSON AVENUE, california","33.9609116, -118.0522165"
6034,BONAVISTA LANE N/O DANBROOK DRIVE,06/13/2013 12:00:00 AM,Thur,327,"BONAVISTA LANE N/O DANBROOK DRIVE, california","33.9399735, -118.0151738"
6035,BONAVISTA LANE S/O LAMBERT ROAD,06/13/2013 12:00:00 AM,Thur,991,"BONAVISTA LANE S/O LAMBERT ROAD, california","33.9433331, -118.0141974"
6036,BONITA AVENUE N/O ARROW HIGHWAY,04/08/2013 12:00:00 AM,Mon,1168,"BONITA AVENUE N/O ARROW HIGHWAY, california","34.10678, -117.818561"
6037,BONNIE BEACH PLACE E/O HERBERT AVENUE,09/19/2007 12:00:00 AM,Wed,1140,"BONNIE BEACH PLACE E/O HERBERT AVENUE, california","34.0517093, -118.1806218"
6038,BONNIE BEACH PLACE E/O HERBERT AVENUE,09/18/2007 12:00:00 AM,Tue,1172,"BONNIE BEACH PLACE E/O HERBERT AVENUE, california","34.0517093, -118.1806218"
6039,EASTERN AVENUE S/O ROSILYN DRIVE,02/13/2015 12:00:00 AM,Fri,19242,"EASTERN AVENUE S/O ROSILYN DRIVE, california","40.789142, -73.13496099999999"
6040,BONNIE BEACH PLACE N/O FLORAL DRIVE,07/07/2013 12:00:00 AM,Sun,1055,"BONNIE BEACH PLACE N/O FLORAL DRIVE, california","34.0441754, -118.175152"
6041,BONNIE BEACH PLACE N/O FLORAL DRIVE,07/06/2013 12:00:00 AM,Sat,1125,"BONNIE BEACH PLACE N/O FLORAL DRIVE, california","34.0441754, -118.175152"
6042,BONNIE BEACH PLACE N/O FLORAL DRIVE,07/05/2013 12:00:00 AM,Fri,1107,"BONNIE BEACH PLACE N/O FLORAL DRIVE, california","34.0441754, -118.175152"
6043,BONNIE BEACH PLACE N/O FLORAL DRIVE,07/04/2013 12:00:00 AM,Thur,890,"BONNIE BEACH PLACE N/O FLORAL DRIVE, california","34.0441754, -118.175152"
6044,BONNIE BEACH PLACE N/O FLORAL DRIVE,07/03/2013 12:00:00 AM,Wed,1289,"BONNIE BEACH PLACE N/O FLORAL DRIVE, california","34.0441754, -118.175152"
6045,BONNIE BEACH PLACE N/O FLORAL DRIVE,01/05/2010 12:00:00 AM,Tue,974,"BONNIE BEACH PLACE N/O FLORAL DRIVE, california","34.0441754, -118.175152"
6046,ARTESIA BOULEVARD W/O INDUSTRY CIRCLE WEST,01/18/2009 12:00:00 AM,Sun,7968,"ARTESIA BOULEVARD W/O INDUSTRY CIRCLE WEST, california","33.8728144, -118.2450827"
6047,ARTESIA BOULEVARD W/O INDUSTRY CIRCLE WEST,01/17/2009 12:00:00 AM,Sat,10621,"ARTESIA BOULEVARD W/O INDUSTRY CIRCLE WEST, california","33.8728144, -118.2450827"
6048,ARTESIA BOULEVARD W/O INDUSTRY CIRCLE WEST,01/16/2009 12:00:00 AM,Fri,18635,"ARTESIA BOULEVARD W/O INDUSTRY CIRCLE WEST, california","33.8728144, -118.2450827"
6049,ARTESIA BOULEVARD W/O INDUSTRY CIRCLE WEST,01/15/2009 12:00:00 AM,Thur,17730,"ARTESIA BOULEVARD W/O INDUSTRY CIRCLE WEST, california","33.8728144, -118.2450827"
6050,ARTESIA BOULEVARD W/O INDUSTRY CIRCLE WEST,01/14/2009 12:00:00 AM,Wed,17356,"ARTESIA BOULEVARD W/O INDUSTRY CIRCLE WEST, california","33.8728144, -118.2450827"
6051,ARTESIA BOULEVARD W/O INDUSTRY CIRCLE( W),01/13/2009 12:00:00 AM,Tue,17638,"ARTESIA BOULEVARD W/O INDUSTRY CIRCLE( W), california","33.87359989999999, -118.0717097"
6052,ARTIGAS DRIVE N/O SALEROSO DRIVE,12/20/2009 12:00:00 AM,Sun,237,"ARTIGAS DRIVE N/O SALEROSO DRIVE, california","33.980132, -117.925694"
6053,ARTIGAS DRIVE N/O SALEROSO DRIVE,12/19/2009 12:00:00 AM,Sat,252,"ARTIGAS DRIVE N/O SALEROSO DRIVE, california","33.980132, -117.925694"
6054,ARTIGAS DRIVE N/O SALEROSO DRIVE,12/18/2009 12:00:00 AM,Fri,259,"ARTIGAS DRIVE N/O SALEROSO DRIVE, california","33.980132, -117.925694"
6055,ARTIGAS DRIVE N/O SALEROSO DRIVE,12/17/2009 12:00:00 AM,Thur,266,"ARTIGAS DRIVE N/O SALEROSO DRIVE, california","33.980132, -117.925694"
6056,ARTIGAS DRIVE N/O SALEROSO DRIVE,12/16/2009 12:00:00 AM,Wed,257,"ARTIGAS DRIVE N/O SALEROSO DRIVE, california","33.980132, -117.925694"
6057,ASHMONT AVENUE E/O MAYFLOWER AVENUE,09/10/2008 12:00:00 AM,Wed,264,"ASHMONT AVENUE E/O MAYFLOWER AVENUE, california","34.1302108, -118.0094079"
6058,ASHMONT AVENUE E/O MAYFLOWER AVENUE,09/09/2008 12:00:00 AM,Tue,236,"ASHMONT AVENUE E/O MAYFLOWER AVENUE, california","34.1302108, -118.0094079"
6059,ASHMONT AVENUE E/O MAYFLOWER AVENUE,09/08/2008 12:00:00 AM,Mon,242,"ASHMONT AVENUE E/O MAYFLOWER AVENUE, california","34.1302108, -118.0094079"
6060,ASHMONT AVENUE S/O LONGDEN AVENUE,09/10/2008 12:00:00 AM,Wed,246,"ASHMONT AVENUE S/O LONGDEN AVENUE, california","34.1143496, -118.0170115"
6061,ASHMONT AVENUE S/O LONGDEN AVENUE,09/09/2008 12:00:00 AM,Tue,220,"ASHMONT AVENUE S/O LONGDEN AVENUE, california","34.1143496, -118.0170115"
6062,ASHMONT AVENUE S/O LONGDEN AVENUE,09/08/2008 12:00:00 AM,Mon,232,"ASHMONT AVENUE S/O LONGDEN AVENUE, california","34.1143496, -118.0170115"
6063,SCHUEREN ROAD S/O HOVENWEEP LANE,02/01/2016 12:00:00 AM,Mon,556,"SCHUEREN ROAD S/O HOVENWEEP LANE, california","34.0800934, -118.6431183"
6064,ASTOR AVENUE W/O JARDINE STREET,10/02/2014 12:00:00 AM,Thur,616,"ASTOR AVENUE W/O JARDINE STREET, california","40.8596627, -73.8424668"
6065,ASTOR AVENUE W/O JARDINE STREET,10/01/2014 12:00:00 AM,Wed,580,"ASTOR AVENUE W/O JARDINE STREET, california","40.8596627, -73.8424668"
6066,ASTOR AVENUE W/O JARDINE STREET,09/30/2014 12:00:00 AM,Tue,580,"ASTOR AVENUE W/O JARDINE STREET, california","40.8596627, -73.8424668"
6067,ASTOR AVENUE W/O JARDINE STREET,09/29/2014 12:00:00 AM,Mon,582,"ASTOR AVENUE W/O JARDINE STREET, california","40.8596627, -73.8424668"
6068,ASTOR AVENUE W/O JARDINE STREET,09/28/2014 12:00:00 AM,Sun,541,"ASTOR AVENUE W/O JARDINE STREET, california","40.8596627, -73.8424668"
6069,ASTOR AVENUE W/O JARDINE STREET,09/27/2014 12:00:00 AM,Sat,703,"ASTOR AVENUE W/O JARDINE STREET, california","40.8596627, -73.8424668"
6070,ASTOR AVENUE W/O JARDINE STREET,09/26/2014 12:00:00 AM,Fri,638,"ASTOR AVENUE W/O JARDINE STREET, california","40.8596627, -73.8424668"
6071,AVENUE M W/O 67TH STREET W,04/10/2011 12:00:00 AM,Sun,2201,"AVENUE M W/O 67TH STREET W, california",N/A
6072,AVENUE M W/O 67TH STREET W,04/09/2011 12:00:00 AM,Sat,2728,"AVENUE M W/O 67TH STREET W, california",N/A
